age,gender,split,final
53,W,2:21:03,5:24:08
47,M,2:12:38,5:24:09
46,M,2:13:00,5:24:09
69,M,2:17:34,5:24:10
31,M,2:14:54,5:24:10
48,M,2:14:25,5:24:10
38,M,2:16:59,5:24:10
59,W,2:09:05,5:24:11
58,M,2:22:26,5:24:11
56,W,2:16:53,5:24:11
45,W,2:07:09,5:24:12
45,M,2:12:25,5:24:12
34,M,2:09:58,5:24:12
54,W,2:17:43,5:24:12
30,M,2:17:06,5:24:12
40,W,2:15:32,5:24:13
33,W,2:15:15,5:24:13
49,M,2:11:02,5:24:13
40,M,2:12:28,5:24:14
29,M,2:13:44,5:24:14
34,M,2:06:02,5:24:14
50,M,2:16:26,5:24:14
33,W,2:18:28,5:24:16
50,M,2:18:39,5:24:16
57,W,2:17:56,5:24:16
51,W,2:15:27,5:24:16
44,W,2:17:16,5:24:17
33,W,2:18:24,5:24:17
48,W,2:10:01,5:24:17
64,M,2:17:07,5:24:18
36,M,2:11:06,5:24:18
29,W,2:13:04,5:24:18
44,W,2:16:51,5:24:19
46,M,2:20:11,5:24:20
49,M,2:09:57,5:24:20
26,W,2:13:22,5:24:20
31,W,2:24:07,5:24:21
34,W,2:02:57,5:24:22
36,W,2:11:26,5:24:22
57,W,2:20:17,5:24:24
44,M,2:11:04,5:24:24
43,M,2:17:33,5:24:24
38,M,2:20:18,5:24:24
25,M,2:12:57,5:24:24
48,M,2:12:31,5:24:24
33,M,2:07:03,5:24:25
31,W,2:16:12,5:24:26
39,W,2:19:22,5:24:26
55,M,2:19:17,5:24:27
29,M,1:59:05,5:24:28
46,M,2:12:09,5:24:28
36,W,2:06:15,5:24:29
38,M,2:19:40,5:24:29
51,M,2:14:15,5:24:29
27,M,2:13:21,5:24:29
33,M,2:21:02,5:24:29
40,M,2:24:22,5:24:30
47,W,2:24:05,5:24:30
30,M,2:08:43,5:24:30
39,M,2:11:13,5:24:30
48,M,2:14:46,5:24:31
33,W,2:21:26,5:24:32
46,W,2:20:06,5:24:32
45,M,2:17:35,5:24:32
46,M,2:13:41,5:24:32
32,M,2:20:54,5:24:33
21,M,2:05:04,5:24:33
43,M,2:09:33,5:24:33
41,M,1:58:03,5:24:33
31,M,2:11:49,5:24:34
57,W,2:28:09,5:24:34
37,M,2:15:52,5:24:34
53,W,2:11:29,5:24:35
56,M,2:19:57,5:24:35
40,M,2:13:51,5:24:36
29,W,2:15:09,5:24:36
74,M,2:13:31,5:24:36
34,M,2:20:02,5:24:36
61,M,2:02:00,5:24:36
38,W,2:11:56,5:24:37
35,M,2:14:27,5:24:38
43,M,2:06:16,5:24:38
28,W,2:18:06,5:24:38
47,W,2:13:29,5:24:38
37,W,2:17:28,5:24:38
44,W,2:11:00,5:24:39
29,W,2:14:50,5:24:39
51,W,2:17:04,5:24:39
50,M,2:07:26,5:24:40
56,M,2:29:05,5:24:40
46,W,2:17:05,5:24:42
24,W,2:15:21,5:24:43
47,W,2:06:08,5:24:44
44,W,2:13:47,5:24:44
55,M,2:14:08,5:24:44
34,M,2:04:23,5:24:45
49,M,2:16:07,5:24:45
34,M,2:16:51,5:24:45
48,M,2:16:47,5:24:46
43,W,2:25:22,5:24:46
39,W,2:15:34,5:24:46
40,W,2:22:27,5:24:46
54,M,2:07:00,5:24:47
32,M,2:06:06,5:24:47
45,W,2:15:32,5:24:47
60,M,2:17:12,5:24:47
59,M,2:10:26,5:24:48
39,W,2:12:27,5:24:48
30,W,2:11:37,5:24:48
59,M,2:14:43,5:24:48
29,W,2:23:21,5:24:49
30,M,2:10:19,5:24:49
28,W,2:09:26,5:24:49
46,W,2:23:09,5:24:49
30,M,2:13:50,5:24:49
30,M,2:10:55,5:24:50
51,M,2:12:46,5:24:50
44,M,2:11:33,5:24:51
35,W,2:13:15,5:24:51
30,W,2:29:17,5:24:52
47,M,2:00:55,5:24:53
25,W,2:15:15,5:24:53
49,M,2:28:32,5:24:53
36,W,2:19:36,5:24:54
65,M,2:14:55,5:24:55
24,M,2:23:42,5:24:55
63,M,2:03:26,5:24:55
36,M,2:16:44,5:24:56
32,W,2:15:29,5:24:56
47,M,2:14:26,5:24:56
52,M,2:08:38,5:24:56
41,M,2:11:12,5:24:57
50,M,2:02:57,5:24:57
56,W,2:15:46,5:24:57
25,W,2:15:42,5:24:57
46,M,2:15:50,5:24:58
48,M,2:13:28,5:24:58
47,M,2:18:04,5:24:58
30,M,2:05:11,5:24:59
35,M,2:20:10,5:24:59
53,M,2:30:57,5:24:59
66,M,2:09:14,5:24:59
53,W,2:24:33,5:25:00
47,M,2:10:52,5:25:01
44,W,2:13:43,5:25:01
26,W,2:16:21,5:25:01
62,W,2:13:28,5:25:01
41,M,2:25:12,5:25:02
52,M,2:19:20,5:25:02
35,M,2:20:43,5:25:02
29,W,2:10:45,5:25:02
42,W,2:16:24,5:25:02
37,M,2:14:23,5:25:02
32,M,2:20:08,5:25:02
50,W,2:13:09,5:25:03
56,W,2:20:33,5:25:03
36,W,2:20:50,5:25:04
47,W,2:09:50,5:25:04
37,W,2:11:19,5:25:05
47,M,2:11:12,5:25:06
38,W,2:18:35,5:25:06
49,M,2:19:56,5:25:06
46,M,2:13:08,5:25:07
48,M,2:21:48,5:25:08
56,W,2:23:00,5:25:09
24,M,2:18:23,5:25:09
33,W,2:12:23,5:25:09
47,W,2:13:55,5:25:09
41,W,2:11:51,5:25:10
33,M,2:21:13,5:25:10
39,M,2:06:14,5:25:10
49,W,2:19:22,5:25:10
39,M,2:22:39,5:25:11
35,W,2:20:19,5:25:11
45,W,2:21:35,5:25:11
51,M,2:10:42,5:25:12
51,M,2:13:30,5:25:12
34,W,2:13:07,5:25:12
29,W,2:17:28,5:25:14
60,M,2:11:58,5:25:14
27,W,2:22:14,5:25:15
27,M,2:29:29,5:25:15
26,W,2:13:29,5:25:15
32,M,2:23:49,5:25:16
33,W,2:22:13,5:25:17
45,W,2:17:48,5:25:17
48,M,2:19:34,5:25:17
50,W,2:19:18,5:25:17
40,M,2:29:32,5:25:18
57,M,2:22:33,5:25:18
44,W,2:15:33,5:25:18
49,W,2:10:40,5:25:18
61,W,2:15:00,5:25:19
31,M,2:07:15,5:25:19
26,W,2:19:18,5:25:20
45,W,2:21:37,5:25:20
59,M,2:05:03,5:25:20
69,M,2:16:28,5:25:20
49,M,2:09:49,5:25:20
29,W,2:20:32,5:25:20
44,W,2:12:29,5:25:20
33,W,2:20:25,5:25:20
52,M,2:16:21,5:25:21
58,M,2:17:45,5:25:21
49,W,2:08:37,5:25:21
27,W,2:10:55,5:25:22
50,M,2:10:25,5:25:22
41,W,2:17:40,5:25:23
49,M,2:18:56,5:25:23
40,W,2:11:13,5:25:23
46,M,2:07:59,5:25:23
41,W,2:28:46,5:25:23
26,W,2:15:37,5:25:24
59,M,2:23:27,5:25:24
27,W,2:12:43,5:25:26
43,M,2:02:58,5:25:27
37,W,2:09:46,5:25:27
38,W,2:17:46,5:25:27
40,M,2:06:08,5:25:27
35,W,2:15:28,5:25:27
34,M,2:06:46,5:25:28
40,M,2:01:24,5:25:28
45,M,2:24:46,5:25:28
46,W,2:15:03,5:25:28
33,W,2:15:58,5:25:29
49,W,2:11:35,5:25:29
44,M,2:05:54,5:25:30
49,M,2:16:09,5:25:30
40,M,2:11:30,5:25:30
43,M,2:02:26,5:25:31
29,W,2:19:56,5:25:31
30,M,2:10:41,5:25:32
65,W,2:23:58,5:25:32
43,M,2:19:19,5:25:32
55,M,2:10:15,5:25:33
44,M,2:22:29,5:25:33
24,M,2:10:37,5:25:33
30,W,2:22:24,5:25:34
30,M,2:10:43,5:25:35
38,M,2:16:54,5:25:35
66,M,2:17:50,5:25:36
24,M,2:15:35,5:25:36
39,M,2:14:13,5:25:36
66,M,2:09:25,5:25:37
78,W,2:25:05,5:25:37
45,W,2:15:40,5:25:37
42,W,2:16:11,5:25:37
26,W,2:19:36,5:25:38
41,M,2:07:21,5:25:38
45,W,2:12:58,5:25:39
48,W,2:16:37,5:25:39
56,W,2:18:21,5:25:39
40,M,2:11:43,5:25:40
50,W,2:19:12,5:25:40
43,M,2:13:50,5:25:40
50,M,2:23:25,5:25:40
53,W,2:27:15,5:25:40
47,W,2:16:05,5:25:41
40,M,2:06:43,5:25:41
47,M,2:14:53,5:25:41
45,W,2:19:13,5:25:42
39,M,2:15:55,5:25:42
55,W,2:13:35,5:25:42
27,W,2:16:00,5:25:42
53,M,2:11:39,5:25:42
40,W,2:24:40,5:25:42
37,M,2:18:09,5:25:43
38,W,2:09:07,5:25:43
43,W,2:14:56,5:25:43
26,W,2:09:59,5:25:43
25,W,2:21:48,5:25:44
49,W,2:22:39,5:25:44
35,W,2:11:05,5:25:45
47,W,2:15:49,5:25:45
49,M,2:07:35,5:25:45
54,M,2:20:48,5:25:46
47,W,2:16:22,5:25:46
45,M,2:23:16,5:25:46
28,W,2:19:50,5:25:46
25,M,2:13:32,5:25:46
40,M,2:08:27,5:25:47
29,W,2:07:33,5:25:47
66,M,2:06:20,5:25:47
38,W,2:14:54,5:25:48
45,M,2:25:32,5:25:48
54,M,2:10:50,5:25:48
33,M,2:12:31,5:25:48
59,M,2:10:30,5:25:49
48,M,2:20:39,5:25:49
56,W,2:07:57,5:25:49
27,W,2:11:05,5:25:50
55,M,2:07:10,5:25:51
39,M,2:17:33,5:25:51
58,M,2:23:21,5:25:51
22,W,2:26:54,5:25:51
63,W,2:07:15,5:25:52
34,M,2:10:24,5:25:52
33,W,2:31:24,5:25:53
46,M,2:27:02,5:25:53
38,M,2:15:44,5:25:53
31,W,2:16:48,5:25:53
38,W,2:14:44,5:25:53
43,M,2:14:51,5:25:54
45,M,2:22:56,5:25:54
24,W,2:16:46,5:25:54
50,M,2:14:19,5:25:54
40,M,2:14:14,5:25:55
54,M,2:11:14,5:25:55
44,M,2:05:43,5:25:55
33,M,2:09:51,5:25:56
40,M,2:29:19,5:25:56
41,W,2:20:00,5:25:56
56,M,2:12:25,5:25:56
42,W,2:13:19,5:25:56
39,M,2:17:09,5:25:56
52,W,2:21:03,5:25:57
44,W,2:22:45,5:25:57
37,M,2:17:03,5:25:57
35,W,2:12:22,5:25:57
30,M,2:03:40,5:25:58
56,M,2:16:12,5:25:58
54,M,2:19:41,5:25:58
54,M,2:23:40,5:25:58
59,M,2:19:52,5:25:59
27,W,2:18:48,5:25:59
55,M,2:14:06,5:26:00
40,M,2:04:11,5:26:01
40,M,2:14:51,5:26:01
47,M,2:10:44,5:26:01
42,M,2:15:09,5:26:01
50,W,2:13:08,5:26:01
43,W,2:15:55,5:26:01
39,M,2:16:48,5:26:01
60,W,2:15:27,5:26:02
36,W,2:20:48,5:26:02
24,W,2:15:26,5:26:02
24,W,2:24:42,5:26:02
49,M,2:06:54,5:26:02
55,M,2:21:33,5:26:02
33,M,2:08:21,5:26:02
50,M,2:15:00,5:26:02
31,M,2:11:38,5:26:02
57,M,2:08:13,5:26:03
32,M,2:12:57,5:26:03
38,M,2:16:57,5:26:03
26,M,2:02:56,5:26:03
37,M,2:24:31,5:26:04
53,M,2:22:42,5:26:05
37,M,2:03:14,5:26:06
21,W,2:16:09,5:26:07
37,M,2:16:40,5:26:07
24,M,2:15:28,5:26:07
34,W,2:13:56,5:26:08
53,M,2:12:55,5:26:08
47,M,2:15:56,5:26:08
35,W,2:14:37,5:26:09
45,M,2:11:30,5:26:09
26,M,2:19:02,5:26:09
52,M,2:24:20,5:26:09
42,M,2:21:21,5:26:09
37,W,2:15:59,5:26:10
31,M,2:02:07,5:26:10
37,M,2:22:23,5:26:10
40,M,2:18:51,5:26:10
50,M,2:18:08,5:26:11
44,M,2:03:08,5:26:11
65,M,2:07:06,5:26:11
38,W,2:15:01,5:26:12
54,W,2:13:42,5:26:12
51,M,2:07:07,5:26:12
25,W,2:17:29,5:26:12
50,M,2:09:25,5:26:13
37,M,2:22:40,5:26:13
58,W,2:21:14,5:26:13
34,M,2:16:19,5:26:13
33,W,2:18:05,5:26:15
25,W,2:20:18,5:26:15
52,M,2:10:37,5:26:15
30,W,2:09:36,5:26:16
50,M,2:05:06,5:26:17
50,W,2:17:41,5:26:17
28,W,2:12:16,5:26:17
48,W,2:16:31,5:26:17
39,M,2:09:43,5:26:17
54,W,2:15:18,5:26:17
48,W,2:27:43,5:26:18
66,M,2:24:21,5:26:18
47,W,2:08:18,5:26:18
46,W,2:11:40,5:26:18
38,W,2:11:52,5:26:18
65,M,2:15:40,5:26:19
61,W,2:16:11,5:26:19
29,M,2:19:04,5:26:19
49,M,2:06:35,5:26:19
35,M,2:08:53,5:26:19
29,M,2:18:25,5:26:19
39,M,2:04:58,5:26:20
38,M,2:20:18,5:26:20
32,W,2:10:18,5:26:20
29,M,2:12:32,5:26:21
37,W,2:16:19,5:26:21
40,W,2:13:16,5:26:21
43,M,2:18:31,5:26:21
31,W,2:18:57,5:26:21
45,M,2:21:43,5:26:21
42,W,2:21:03,5:26:22
46,M,2:22:37,5:26:22
53,W,2:12:24,5:26:22
32,M,2:02:36,5:26:23
49,W,2:13:06,5:26:23
43,W,2:11:43,5:26:23
47,M,2:13:52,5:26:23
40,M,2:15:50,5:26:23
26,W,2:14:22,5:26:23
40,W,2:21:07,5:26:24
33,W,2:24:11,5:26:24
43,W,2:16:16,5:26:25
32,M,1:59:52,5:26:25
47,M,2:06:19,5:26:25
30,W,2:18:28,5:26:26
45,W,2:18:14,5:26:26
25,W,2:17:07,5:26:26
36,W,2:15:18,5:26:27
29,W,2:12:55,5:26:27
34,W,2:20:55,5:26:27
48,W,2:26:56,5:26:27
43,M,2:13:13,5:26:27
52,M,2:18:59,5:26:27
39,M,2:16:12,5:26:27
43,W,2:26:45,5:26:28
27,M,2:04:49,5:26:28
35,W,2:17:55,5:26:29
43,M,2:13:41,5:26:29
36,M,2:18:30,5:26:30
44,W,2:18:02,5:26:30
34,M,2:00:25,5:26:31
55,M,2:18:13,5:26:31
28,M,2:14:10,5:26:31
39,M,2:22:36,5:26:31
47,M,2:23:29,5:26:32
38,W,2:10:49,5:26:33
38,M,2:03:30,5:26:33
44,W,2:16:20,5:26:34
56,W,2:09:32,5:26:34
28,W,2:19:18,5:26:35
36,W,2:20:19,5:26:35
58,M,2:12:55,5:26:35
31,W,2:15:28,5:26:36
42,M,2:19:42,5:26:36
43,W,2:14:45,5:26:36
46,M,2:17:37,5:26:36
41,M,2:14:46,5:26:36
45,W,2:07:36,5:26:37
59,W,2:18:08,5:26:37
40,W,2:25:09,5:26:38
29,W,2:20:29,5:26:38
34,M,2:23:10,5:26:40
51,M,2:10:04,5:26:40
40,W,2:10:30,5:26:41
52,M,2:16:41,5:26:41
24,M,2:17:11,5:26:41
54,M,2:23:41,5:26:41
35,M,2:13:53,5:26:41
47,M,2:15:11,5:26:42
29,M,2:20:53,5:26:42
35,W,2:25:28,5:26:42
42,M,2:33:05,5:26:43
39,M,2:15:12,5:26:44
25,W,2:13:35,5:26:44
40,W,2:07:11,5:26:44
38,W,2:18:14,5:26:44
24,W,2:05:10,5:26:45
36,M,2:13:42,5:26:46
33,M,2:11:10,5:26:46
47,M,2:23:18,5:26:46
28,M,2:00:26,5:26:46
29,M,2:19:34,5:26:47
35,W,2:20:44,5:26:47
45,W,2:12:03,5:26:48
46,M,2:20:09,5:26:48
22,M,1:49:59,5:26:48
34,M,2:13:03,5:26:48
43,M,2:18:04,5:26:48
42,M,2:14:59,5:26:49
35,M,2:01:59,5:26:49
29,W,2:20:46,5:26:49
45,W,2:17:00,5:26:49
37,M,2:19:06,5:26:49
31,M,2:13:19,5:26:50
56,M,2:19:27,5:26:50
42,M,2:08:33,5:26:50
70,M,2:13:52,5:26:50
35,M,2:20:04,5:26:51
31,W,2:12:16,5:26:51
42,W,2:16:09,5:26:51
35,W,2:13:02,5:26:52
46,M,2:11:54,5:26:52
33,W,2:20:08,5:26:52
31,M,2:16:00,5:26:52
45,W,2:15:18,5:26:53
57,M,2:17:22,5:26:53
40,W,2:11:55,5:26:54
29,W,2:13:01,5:26:54
38,M,2:12:54,5:26:54
36,W,2:22:56,5:26:54
32,W,2:14:46,5:26:55
50,W,2:14:24,5:26:55
50,W,2:19:59,5:26:55
33,W,2:22:35,5:26:55
40,W,2:23:05,5:26:55
50,W,2:21:08,5:26:55
31,M,2:12:38,5:26:56
52,M,2:05:22,5:26:56
44,M,2:12:40,5:26:56
56,M,2:00:40,5:26:56
52,M,2:20:21,5:26:56
32,W,2:18:34,5:26:57
40,W,2:21:37,5:26:58
42,W,2:28:38,5:26:58
47,W,2:18:05,5:27:00
30,W,2:20:05,5:27:00
45,W,2:19:18,5:27:01
37,M,2:13:35,5:27:01
37,W,2:17:26,5:27:01
36,M,2:19:46,5:27:03
51,M,2:06:54,5:27:03
38,M,1:58:25,5:27:03
52,M,2:11:38,5:27:04
51,W,2:12:30,5:27:04
62,M,2:22:03,5:27:04
41,W,2:23:03,5:27:04
49,M,2:13:16,5:27:04
36,M,2:06:12,5:27:05
49,W,2:22:51,5:27:06
32,W,2:20:36,5:27:06
56,M,2:16:35,5:27:06
31,M,2:11:32,5:27:07
36,M,2:08:18,5:27:07
36,W,2:26:16,5:27:07
63,M,2:23:28,5:27:09
39,M,2:10:40,5:27:09
36,W,2:17:26,5:27:09
59,M,2:18:29,5:27:10
47,M,2:02:21,5:27:10
39,W,2:15:34,5:27:10
36,M,2:11:31,5:27:10
35,W,2:23:47,5:27:10
29,W,2:19:22,5:27:10
56,M,2:07:07,5:27:11
37,W,2:12:32,5:27:11
40,W,2:20:54,5:27:11
30,W,2:14:45,5:27:11
36,M,1:53:54,5:27:11
47,W,2:11:15,5:27:12
56,M,2:00:42,5:27:12
44,M,2:11:16,5:27:13
46,W,2:09:02,5:27:13
30,M,2:26:52,5:27:13
50,W,2:12:41,5:27:14
33,M,2:10:05,5:27:14
44,W,2:14:40,5:27:14
45,M,1:59:00,5:27:15
40,W,2:02:42,5:27:15
27,W,2:18:49,5:27:16
29,M,2:25:41,5:27:16
38,M,2:11:00,5:27:17
43,W,2:04:40,5:27:17
39,W,2:12:18,5:27:17
52,M,2:24:20,5:27:17
43,M,2:19:47,5:27:17
32,M,2:11:17,5:27:18
40,W,2:19:09,5:27:18
30,W,2:15:56,5:27:19
35,W,2:19:47,5:27:19
37,M,2:20:13,5:27:19
31,W,2:14:11,5:27:19
28,W,2:15:49,5:27:20
42,M,2:02:00,5:27:20
23,M,2:04:44,5:27:21
29,M,2:20:02,5:27:21
32,W,2:18:18,5:27:21
20,M,2:16:29,5:27:21
43,M,1:58:38,5:27:22
49,M,2:16:26,5:27:23
29,W,2:17:19,5:27:23
45,M,2:17:46,5:27:24
49,W,2:21:59,5:27:24
29,W,2:26:55,5:27:24
48,W,2:23:48,5:27:25
43,M,2:09:44,5:27:25
48,W,2:14:23,5:27:25
38,W,2:25:17,5:27:25
66,M,2:20:30,5:27:25
41,W,2:27:02,5:27:25
59,M,2:23:15,5:27:26
29,M,2:13:36,5:27:27
38,W,2:19:16,5:27:27
43,M,2:12:35,5:27:28
34,W,2:13:26,5:27:28
40,W,2:24:53,5:27:29
41,M,2:16:18,5:27:29
51,M,2:17:00,5:27:30
23,M,2:17:47,5:27:30
30,M,2:10:59,5:27:30
45,W,2:13:33,5:27:31
31,W,2:18:52,5:27:31
27,W,2:19:29,5:27:31
37,M,2:04:47,5:27:32
25,M,2:14:36,5:27:32
39,M,2:10:49,5:27:32
24,W,2:25:03,5:27:32
24,M,2:22:27,5:27:32
51,M,2:19:14,5:27:33
31,W,2:15:33,5:27:33
55,W,2:15:10,5:27:33
30,W,2:21:19,5:27:33
39,M,2:10:37,5:27:33
26,M,2:19:38,5:27:34
36,W,2:27:24,5:27:34
44,M,2:23:06,5:27:35
40,W,2:23:20,5:27:35
58,M,2:07:03,5:27:35
53,M,2:21:49,5:27:35
44,W,2:14:44,5:27:35
29,M,2:16:23,5:27:35
38,M,2:10:36,5:27:35
46,M,2:18:58,5:27:36
55,M,2:07:04,5:27:36
36,M,2:13:02,5:27:36
45,W,2:19:15,5:27:36
27,M,2:19:37,5:27:36
50,W,2:20:42,5:27:36
30,W,2:18:49,5:27:37
45,M,2:10:18,5:27:37
51,M,2:18:58,5:27:39
59,W,2:20:06,5:27:39
38,M,2:09:43,5:27:39
45,M,2:07:56,5:27:40
64,M,2:14:51,5:27:40
34,M,2:20:01,5:27:40
57,M,2:12:25,5:27:41
66,M,2:15:27,5:27:41
50,M,2:14:04,5:27:41
32,M,2:15:20,5:27:41
41,M,2:05:04,5:27:42
54,M,2:17:22,5:27:42
47,W,2:15:57,5:27:43
30,M,2:08:17,5:27:44
43,M,2:10:34,5:27:44
25,W,2:19:20,5:27:44
27,W,2:24:23,5:27:45
28,W,2:18:22,5:27:45
36,M,2:11:00,5:27:45
41,M,2:06:51,5:27:46
52,W,2:16:33,5:27:46
45,M,2:07:28,5:27:47
35,M,2:08:45,5:27:47
33,W,2:16:39,5:27:47
31,M,2:10:31,5:27:48
38,M,2:15:48,5:27:48
63,M,2:10:36,5:27:48
25,W,2:22:56,5:27:49
55,M,2:11:57,5:27:49
36,W,2:10:04,5:27:50
57,M,2:11:50,5:27:50
52,M,2:16:58,5:27:50
48,W,2:28:48,5:27:50
22,M,2:22:25,5:27:50
28,W,2:23:49,5:27:51
34,M,2:07:21,5:27:51
29,W,2:19:30,5:27:51
45,W,2:10:54,5:27:51
40,W,2:15:15,5:27:51
28,W,2:18:29,5:27:51
45,M,2:10:58,5:27:51
32,M,2:09:50,5:27:52
43,M,2:14:36,5:27:52
28,W,2:14:16,5:27:52
46,M,2:23:47,5:27:53
37,M,2:18:11,5:27:53
26,W,2:20:44,5:27:53
50,W,2:23:27,5:27:53
33,W,2:34:18,5:27:53
31,M,2:10:21,5:27:54
20,M,2:09:44,5:27:55
44,M,2:05:04,5:27:55
41,W,2:16:35,5:27:56
42,M,2:18:27,5:27:56
38,W,2:09:47,5:27:56
59,W,2:20:25,5:27:56
62,M,2:11:49,5:27:57
36,M,2:21:34,5:27:57
30,W,2:24:04,5:27:57
50,M,2:15:27,5:27:57
30,W,2:15:15,5:27:57
33,M,2:13:09,5:27:59
24,W,2:25:24,5:27:59
24,W,2:13:37,5:28:00
32,W,2:22:43,5:28:00
25,W,2:16:08,5:28:01
64,M,2:18:18,5:28:01
27,W,2:20:27,5:28:01
34,M,2:18:33,5:28:02
48,M,2:20:53,5:28:02
29,W,2:24:45,5:28:03
46,M,2:13:13,5:28:03
26,W,2:08:59,5:28:03
61,M,2:16:28,5:28:04
34,W,2:15:36,5:28:04
63,M,2:10:07,5:28:04
44,M,2:12:00,5:28:04
38,M,2:15:50,5:28:05
39,M,2:10:38,5:28:05
50,M,2:09:59,5:28:05
47,M,2:11:30,5:28:05
54,M,2:16:04,5:28:05
32,W,2:18:11,5:28:05
50,M,2:14:26,5:28:05
44,M,2:14:49,5:28:06
50,M,2:11:25,5:28:06
33,M,2:27:25,5:28:06
38,W,2:16:24,5:28:07
45,M,2:10:07,5:28:07
39,W,2:16:41,5:28:08
41,W,2:18:22,5:28:08
32,W,2:24:06,5:28:08
30,M,2:07:35,5:28:09
40,M,2:22:01,5:28:10
41,M,2:18:45,5:28:10
44,M,2:20:13,5:28:10
32,W,2:00:20,5:28:10
64,M,2:22:00,5:28:11
51,W,2:17:35,5:28:11
41,M,2:15:35,5:28:11
27,W,2:10:31,5:28:11
27,W,2:12:12,5:28:11
42,W,2:19:02,5:28:11
50,M,2:14:02,5:28:12
37,M,2:20:17,5:28:12
30,W,2:23:07,5:28:14
63,M,2:14:01,5:28:14
45,M,2:07:26,5:28:14
34,M,2:21:55,5:28:14
32,M,2:12:27,5:28:14
24,W,2:27:32,5:28:15
24,M,2:25:27,5:28:15
39,W,2:19:50,5:28:15
24,W,2:09:05,5:28:16
30,W,2:20:30,5:28:16
52,W,2:20:43,5:28:17
33,M,2:11:21,5:28:18
42,M,2:17:10,5:28:19
37,M,2:15:54,5:28:19
33,W,2:20:21,5:28:19
38,W,2:16:54,5:28:19
41,W,2:15:29,5:28:20
31,W,2:12:16,5:28:20
29,M,2:20:22,5:28:21
34,M,2:06:36,5:28:22
52,W,2:16:30,5:28:22
47,W,2:11:13,5:28:22
27,W,2:19:50,5:28:22
54,M,2:26:50,5:28:22
57,M,2:18:24,5:28:23
43,W,2:14:13,5:28:24
35,M,2:08:05,5:28:24
71,M,2:20:31,5:28:24
32,M,2:09:20,5:28:25
42,M,2:18:46,5:28:25
40,W,2:18:41,5:28:25
55,M,2:17:58,5:28:25
36,M,2:07:31,5:28:25
27,W,2:19:19,5:28:26
54,M,2:02:21,5:28:26
39,M,2:17:17,5:28:27
23,W,2:21:14,5:28:27
56,W,2:16:06,5:28:27
44,M,2:10:28,5:28:27
62,M,2:19:23,5:28:28
30,W,2:19:55,5:28:28
38,W,2:12:39,5:28:28
36,W,2:17:52,5:28:29
47,W,2:23:07,5:28:29
35,M,2:10:45,5:28:30
29,W,2:20:29,5:28:31
53,M,2:15:21,5:28:31
49,M,2:21:00,5:28:31
44,W,2:15:26,5:28:32
55,M,2:14:05,5:28:32
47,M,2:35:25,5:28:32
45,M,2:08:57,5:28:32
56,M,2:21:13,5:28:32
29,W,2:23:15,5:28:32
34,M,2:08:42,5:28:33
23,W,2:18:24,5:28:33
43,W,2:24:50,5:28:34
40,M,2:19:35,5:28:34
65,M,2:16:20,5:28:34
43,M,2:18:27,5:28:34
63,M,2:21:55,5:28:34
30,M,2:15:52,5:28:35
43,W,2:07:33,5:28:35
44,M,2:13:04,5:28:36
45,W,2:17:52,5:28:36
27,W,2:23:29,5:28:36
60,M,2:08:25,5:28:37
64,W,2:12:11,5:28:37
33,W,2:19:33,5:28:38
41,M,2:21:51,5:28:38
40,M,2:11:42,5:28:38
48,M,2:07:29,5:28:38
40,M,2:08:04,5:28:38
41,W,2:14:26,5:28:38
51,W,2:16:27,5:28:38
29,M,2:04:40,5:28:39
64,M,2:24:03,5:28:39
41,W,2:21:24,5:28:39
39,W,2:07:39,5:28:39
47,M,2:06:15,5:28:40
46,W,2:22:53,5:28:40
49,M,2:09:50,5:28:40
34,W,2:22:36,5:28:40
43,W,2:19:00,5:28:40
53,W,2:11:39,5:28:40
43,M,2:50:20,5:28:41
46,M,2:17:24,5:28:41
42,M,2:16:39,5:28:43
69,M,2:16:47,5:28:43
41,M,2:09:08,5:28:43
50,W,2:23:01,5:28:43
35,W,2:14:33,5:28:44
54,M,2:27:09,5:28:44
30,M,2:11:32,5:28:44
26,M,2:15:44,5:28:45
45,W,2:18:49,5:28:46
28,W,2:18:50,5:28:46
45,M,2:10:51,5:28:47
37,W,2:30:57,5:28:47
34,M,2:19:39,5:28:47
38,W,2:22:20,5:28:48
47,M,2:22:39,5:28:49
54,M,2:16:37,5:28:49
46,W,2:21:18,5:28:49
28,M,2:11:48,5:28:50
48,M,2:17:12,5:28:50
50,M,2:50:29,5:28:50
42,M,2:14:10,5:28:50
53,M,2:12:02,5:28:50
41,W,2:21:49,5:28:51
36,W,2:17:29,5:28:51
49,M,2:06:58,5:28:53
52,W,2:21:50,5:28:53
29,W,1:59:00,5:28:54
52,W,2:17:05,5:28:54
42,M,2:02:32,5:28:54
38,W,2:14:33,5:28:55
30,M,2:08:48,5:28:56
33,W,2:20:18,5:28:56
50,M,2:08:01,5:28:57
41,M,2:11:16,5:28:58
46,M,2:18:41,5:28:59
48,M,2:07:33,5:28:59
39,M,2:13:57,5:28:59
40,M,2:05:45,5:28:59
24,W,2:17:30,5:29:00
65,M,2:21:02,5:29:00
38,M,2:16:29,5:29:00
46,W,2:22:54,5:29:02
27,M,2:15:40,5:29:02
35,M,2:17:24,5:29:03
25,M,2:08:52,5:29:03
28,W,2:13:28,5:29:03
57,M,2:09:42,5:29:04
33,W,2:11:14,5:29:04
